framework                        , test                                                         , time     , gcMinorN     , gcMinorMs    , gcMajorN     , gcMajorMs    , gcIncrN      , gcIncrMs     , gcWeakN      , gcWeakMs     , peakHeapMb   , peakExtMb    , peakArrMb    , peakTotalMb  , peakRssMb    , floorMb      , floorDeltaMb
Angular Signals                  , 25-1000x5                                                    , 475.42   ,              ,              ,              ,              ,              ,              ,              ,              , 25.51        , 0.94         , 0.00         , 26.45        , 149.66       ,              ,             
Angular Signals                  , 3-5x500                                                      , 140.07   ,              ,              ,              ,              ,              ,              ,              ,              , 28.54        , 0.96         , 0.00         , 29.50        , 110.04       ,              ,             
Angular Signals                  , 6-100x15 - dyn50%                                            , 275.93   ,              ,              ,              ,              ,              ,              ,              ,              , 33.72        , 0.98         , 0.00         , 34.70        , 116.61       ,              ,             
Compostate                       , createSignals                                                , 22.63    ,              ,              ,              ,              ,              ,              ,              ,              , 72.86        , 0.32         , 0.00         , 73.18        , 198.57       ,              ,             
Compostate                       , createComputations                                           , 377.23   ,              ,              ,              ,              ,              ,              ,              ,              , 146.02       , 0.54         , 0.00         , 146.54       , 354.63       ,              ,             
Compostate                       , updateSignals                                                , 991.68   ,              ,              ,              ,              ,              ,              ,              ,              , 55.50        , 0.58         , 0.00         , 56.24        , 395.84       ,              ,             
Compostate                       , avoidablePropagation                                         , 130.06   ,              ,              ,              ,              ,              ,              ,              ,              , 41.81        , 0.59         , 0.00         , 42.26        , 356.50       ,              ,             
Compostate                       , broadPropagation                                             , 505.46   ,              ,              ,              ,              ,              ,              ,              ,              , 15.95        , 0.59         , 0.00         , 16.36        , 106.26       ,              ,             
Compostate                       , deepPropagation                                              , 188.52   ,              ,              ,              ,              ,              ,              ,              ,              , 12.36        , 0.51         , 0.00         , 12.84        , 103.71       ,              ,             
Compostate                       , diamond                                                      , 351.39   ,              ,              ,              ,              ,              ,              ,              ,              , 5.64         , 0.53         , 0.00         , 6.17         , 100.59       ,              ,             
Compostate                       , mux                                                          , 133.12   ,              ,              ,              ,              ,              ,              ,              ,              , 8.82         , 0.56         , 0.00         , 9.35         , 117.88       ,              ,             
Compostate                       , repeatedObservers                                            , 57.62    ,              ,              ,              ,              ,              ,              ,              ,              , 16.88        , 0.57         , 0.00         , 17.40        , 117.03       ,              ,             
Compostate                       , triangle                                                     , 188.73   ,              ,              ,              ,              ,              ,              ,              ,              , 54.28        , 0.60         , 0.00         , 54.88        , 156.48       ,              ,             
Compostate                       , unstable                                                     , 98.56    ,              ,              ,              ,              ,              ,              ,              ,              , 53.29        , 0.61         , 0.00         , 53.89        , 156.90       ,              ,             
Compostate                       , molBench                                                     , 20.59    ,              ,              ,              ,              ,              ,              ,              ,              , 32.24        , 0.67         , 0.00         , 32.92        , 156.92       ,              ,             
Compostate                       , cellx1000                                                    , 66.19    ,              ,              ,              ,              ,              ,              ,              ,              , 37.45        , 0.69         , 0.00         , 38.09        , 175.34       ,              ,             
Compostate                       , cellx2500                                                    , 191.23   ,              ,              ,              ,              ,              ,              ,              ,              , 50.18        , 0.64         , 0.00         , 50.50        , 183.04       ,              ,             
Compostate                       , 2-10x5 - lazy80%                                             , 1839.81  ,              ,              ,              ,              ,              ,              ,              ,              , 50.15        , 0.64         , 0.00         , 50.67        , 183.04       ,              ,             
Compostate                       , 6-10x10 - dyn25% - lazy80%                                   , 1870.23  ,              ,              ,              ,              ,              ,              ,              ,              , 41.73        , 0.57         , 0.00         , 42.26        , 154.34       ,              ,             
Compostate                       , 4-1000x12 - dyn5%                                            , 4176.28  ,              ,              ,              ,              ,              ,              ,              ,              , 59.37        , 0.54         , 0.00         , 59.73        , 187.20       ,              ,             
Compostate                       , 25-1000x5                                                    , 7981.14  ,              ,              ,              ,              ,              ,              ,              ,              , 124.23       , 0.53         , 0.00         , 124.78       , 347.02       ,              ,             
Compostate                       , 3-5x500                                                      , 1655.72  ,              ,              ,              ,              ,              ,              ,              ,              , 68.09        , 0.56         , 0.00         , 68.61        , 311.13       ,              ,             
Compostate                       , 6-100x15 - dyn50%                                            , 2750.24  ,              ,              ,              ,              ,              ,              ,              ,              , 34.73        , 0.55         , 0.00         , 35.06        , 272.93       ,              ,             
MobX                             , createSignals                                                , 15.13    ,              ,              ,              ,              ,              ,              ,              ,              , 39.68        , 1.62         , 0.00         , 41.30        , 160.72       ,              ,             
MobX                             , createComputations                                           , 728.14   ,              ,              ,              ,              ,              ,              ,              ,              , 351.51       , 3.41         , 0.00         , 354.92       , 751.84       ,              ,             
MobX                             , updateSignals                                                , 934.92   ,              ,              ,              ,              ,              ,              ,              ,              , 284.62       , 2.03         , 0.00         , 286.74       , 754.34       ,              ,             
MobX                             , createSignals (pair)                                         , 15.25    ,              ,              ,              ,              ,              ,              ,              ,              , 58.37        , 1.74         , 0.00         , 59.36        , 732.85       ,              ,             
MobX                             , createComputations (pair)                                    , 1070.51  ,              ,              ,              ,              ,              ,              ,              ,              , 399.72       , 3.02         , 0.00         , 401.64       , 841.21       ,              ,             
MobX                             , updateSignals (pair)                                         , 1351.31  ,              ,              ,              ,              ,              ,              ,              ,              , 350.92       , 2.27         , 0.00         , 353.19       , 843.09       ,              ,             
MobX                             , avoidablePropagation                                         , 313.75   ,              ,              ,              ,              ,              ,              ,              ,              , 52.72        , 1.22         , 0.00         , 53.80        , 818.99       ,              ,             
MobX                             , avoidablePropagation (pair)                                  , 305.77   ,              ,              ,              ,              ,              ,              ,              ,              , 3.73         , 1.23         , 0.00         , 4.96         , 98.04        ,              ,             
MobX                             , broadPropagation                                             , 526.51   ,              ,              ,              ,              ,              ,              ,              ,              , 5.20         , 1.22         , 0.00         , 6.42         , 103.18       ,              ,             
MobX                             , broadPropagation (pair)                                      , 571.02   ,              ,              ,              ,              ,              ,              ,              ,              , 7.08         , 1.23         , 0.00         , 8.31         , 103.69       ,              ,             
MobX                             , deepPropagation                                              , 182.61   ,              ,              ,              ,              ,              ,              ,              ,              , 7.39         , 1.25         , 0.00         , 8.64         , 107.52       ,              ,             
MobX                             , deepPropagation (pair)                                       , 184.56   ,              ,              ,              ,              ,              ,              ,              ,              , 7.70         , 1.26         , 0.00         , 8.96         , 105.93       ,              ,             
MobX                             , diamond                                                      , 361.73   ,              ,              ,              ,              ,              ,              ,              ,              , 7.84         , 1.27         , 0.00         , 9.11         , 107.55       ,              ,             
MobX                             , diamond (pair)                                               , 371.05   ,              ,              ,              ,              ,              ,              ,              ,              , 7.97         , 1.28         , 0.00         , 9.25         , 106.18       ,              ,             
MobX                             , mux                                                          , 218.51   ,              ,              ,              ,              ,              ,              ,              ,              , 9.15         , 1.32         , 0.00         , 10.47        , 115.05       ,              ,             
MobX                             , mux (pair)                                                   , 221.03   ,              ,              ,              ,              ,              ,              ,              ,              , 10.37        , 1.33         , 0.00         , 11.69        , 115.05       ,              ,             
MobX                             , repeatedObservers                                            , 32.67    ,              ,              ,              ,              ,              ,              ,              ,              , 10.44        , 1.35         , 0.00         , 11.79        , 116.80       ,              ,             
MobX                             , repeatedObservers (pair)                                     , 35.66    ,              ,              ,              ,              ,              ,              ,              ,              , 10.45        , 1.36         , 0.00         , 11.81        , 116.70       ,              ,             
MobX                             , triangle                                                     , 119.40   ,              ,              ,              ,              ,              ,              ,              ,              , 10.53        , 1.37         , 0.00         , 11.90        , 119.44       ,              ,             
MobX                             , triangle (pair)                                              , 123.63   ,              ,              ,              ,              ,              ,              ,              ,              , 5.28         , 1.16         , 0.00         , 6.44         , 118.86       ,              ,             
MobX                             , unstable                                                     , 62.90    ,              ,              ,              ,              ,              ,              ,              ,              , 43.85        , 1.16         , 0.00         , 44.88        , 162.95       ,              ,             
MobX                             , unstable (pair)                                              , 65.07    ,              ,              ,              ,              ,              ,              ,              ,              , 45.23        , 1.07         , 0.00         , 46.23        , 163.92       ,              ,             
MobX                             , molBench                                                     , 14.25    ,              ,              ,              ,              ,              ,              ,              ,              , 42.53        , 1.12         , 0.00         , 43.58        , 162.42       ,              ,             
MobX                             , molBench (pair)                                              , 13.63    ,              ,              ,              ,              ,              ,              ,              ,              , 9.36         , 1.13         , 0.00         , 10.53        , 163.22       ,              ,             
MobX                             , cellx1000                                                    , 43.03    ,              ,              ,              ,              ,              ,              ,              ,              , 36.32        , 1.46         , 0.00         , 37.49        , 169.06       ,              ,             
MobX                             , cellx2500                                                    , 75.69    ,              ,              ,              ,              ,              ,              ,              ,              , 32.48        , 1.41         , 0.00         , 33.80        , 169.56       ,              ,             
MobX                             , cellx1000 (pair)                                             , 40.27    ,              ,              ,              ,              ,              ,              ,              ,              , 32.48        , 1.32         , 0.00         , 33.80        , 168.64       ,              ,             
MobX                             , cellx2500 (pair)                                             , 64.52    ,              ,              ,              ,              ,              ,              ,              ,              , 32.99        , 1.37         , 0.00         , 34.34        , 167.98       ,              ,             
MobX                             , 2-10x5 - lazy80%                                             , 969.59   ,              ,              ,              ,              ,              ,              ,              ,              , 32.98        , 1.35         , 0.00         , 34.33        , 167.47       ,              ,             
MobX                             , 2-10x5 - lazy80% (pair)                                      , 962.37   ,              ,              ,              ,              ,              ,              ,              ,              , 3.48         , 1.29         , 0.00         , 4.66         , 99.34        ,              ,             
MobX                             , 6-10x10 - dyn25% - lazy80%                                   , 570.34   ,              ,              ,              ,              ,              ,              ,              ,              , 3.66         , 1.14         , 0.00         , 4.80         , 101.59       ,              ,             
MobX                             , 6-10x10 - dyn25% - lazy80% (pair)                            , 634.34   ,              ,              ,              ,              ,              ,              ,              ,              , 3.98         , 1.14         , 0.00         , 4.80         , 102.45       ,              ,             
MobX                             , 4-1000x12 - dyn5%                                            , 865.73   ,              ,              ,              ,              ,              ,              ,              ,              , 33.51        , 1.14         , 0.00         , 34.64        , 135.82       ,              ,             
MobX                             , 4-1000x12 - dyn5% (pair)                                     , 855.42   ,              ,              ,              ,              ,              ,              ,              ,              , 52.86        , 1.24         , 0.00         , 54.09        , 154.50       ,              ,             
MobX                             , 25-1000x5                                                    , 1221.36  ,              ,              ,              ,              ,              ,              ,              ,              , 53.81        , 1.18         , 0.00         , 54.25        , 162.96       ,              ,             
MobX                             , 25-1000x5 (pair)                                             , 1212.74  ,              ,              ,              ,              ,              ,              ,              ,              , 42.57        , 1.13         , 0.00         , 43.06        , 163.33       ,              ,             
MobX                             , 3-5x500                                                      , 378.59   ,              ,              ,              ,              ,              ,              ,              ,              , 36.86        , 1.11         , 0.00         , 37.93        , 167.36       ,              ,             
MobX                             , 3-5x500 (pair)                                               , 387.60   ,              ,              ,              ,              ,              ,              ,              ,              , 22.99        , 1.11         , 0.00         , 23.66        , 169.60       ,              ,             
MobX                             , 6-100x15 - dyn50%                                            , 638.14   ,              ,              ,              ,              ,              ,              ,              ,              , 14.97        , 1.09         , 0.00         , 15.59        , 169.67       ,              ,             
MobX                             , 6-100x15 - dyn50% (pair)                                     , 640.03   ,              ,              ,              ,              ,              ,              ,              ,              , 16.51        , 1.07         , 0.00         , 17.14        , 169.55       ,              ,             
Preact Signals                   , createSignals                                                , 3.25     ,              ,              ,              ,              ,              ,              ,              ,              , 43.39        , 0.34         , 0.00         , 43.73        , 134.81       ,              ,             
Preact Signals                   , createComputations                                           , 172.32   ,              ,              ,              ,              ,              ,              ,              ,              , 73.23        , 0.56         , 0.00         , 73.76        , 201.92       ,              ,             
Preact Signals                   , updateSignals                                                , 327.58   ,              ,              ,              ,              ,              ,              ,              ,              , 56.85        , 0.71         , 0.00         , 57.41        , 202.54       ,              ,             
Preact Signals                   , avoidablePropagation                                         , 52.28    ,              ,              ,              ,              ,              ,              ,              ,              , 6.00         , 0.71         , 0.00         , 6.71         , 188.46       ,              ,             
Preact Signals                   , broadPropagation                                             , 109.66   ,              ,              ,              ,              ,              ,              ,              ,              , 1.83         , 0.58         , 0.00         , 2.41         , 122.14       ,              ,             
Preact Signals                   , deepPropagation                                              , 46.07    ,              ,              ,              ,              ,              ,              ,              ,              , 1.87         , 0.60         , 0.00         , 2.46         , 120.16       ,              ,             
Preact Signals                   , diamond                                                      , 71.19    ,              ,              ,              ,              ,              ,              ,              ,              , 1.92         , 0.63         , 0.00         , 2.55         , 124.23       ,              ,             
Preact Signals                   , mux                                                          , 56.98    ,              ,              ,              ,              ,              ,              ,              ,              , 2.13         , 0.68         , 0.00         , 2.81         , 139.76       ,              ,             
Preact Signals                   , repeatedObservers                                            , 10.91    ,              ,              ,              ,              ,              ,              ,              ,              , 2.16         , 0.69         , 0.00         , 2.85         , 137.09       ,              ,             
Preact Signals                   , triangle                                                     , 32.86    ,              ,              ,              ,              ,              ,              ,              ,              , 2.20         , 0.72         , 0.00         , 2.92         , 137.39       ,              ,             
Preact Signals                   , unstable                                                     , 21.42    ,              ,              ,              ,              ,              ,              ,              ,              , 2.25         , 0.76         , 0.00         , 3.01         , 138.88       ,              ,             
Preact Signals                   , molBench                                                     , 12.27    ,              ,              ,              ,              ,              ,              ,              ,              , 2.25         , 0.76         , 0.00         , 3.02         , 138.69       ,              ,             
Preact Signals                   , cellx1000                                                    , 7.45     ,              ,              ,              ,              ,              ,              ,              ,              , 3.62         , 0.85         , 0.00         , 4.48         , 139.57       ,              ,             
Preact Signals                   , cellx2500                                                    , 17.86    ,              ,              ,              ,              ,              ,              ,              ,              , 17.83        , 0.85         , 0.00         , 18.67        , 141.29       ,              ,             
Preact Signals                   , 2-10x5 - lazy80%                                             , 255.09   ,              ,              ,              ,              ,              ,              ,              ,              , 19.83        , 0.85         , 0.00         , 20.68        , 141.29       ,              ,             
Preact Signals                   , 6-10x10 - dyn25% - lazy80%                                   , 194.46   ,              ,              ,              ,              ,              ,              ,              ,              , 1.87         , 0.61         , 0.00         , 2.48         , 93.38        ,              ,             
Preact Signals                   , 4-1000x12 - dyn5%                                            , 370.97   ,              ,              ,              ,              ,              ,              ,              ,              , 8.57         , 0.62         , 0.00         , 9.12         , 72.13        ,              ,             
Preact Signals                   , 25-1000x5                                                    , 530.80   ,              ,              ,              ,              ,              ,              ,              ,              , 18.01        , 0.56         , 0.00         , 18.56        , 81.61        ,              ,             
Preact Signals                   , 3-5x500                                                      , 104.88   ,              ,              ,              ,              ,              ,              ,              ,              , 19.35        , 0.56         , 0.00         , 19.90        , 78.92        ,              ,             
Preact Signals                   , 6-100x15 - dyn50%                                            , 256.79   ,              ,              ,              ,              ,              ,              ,              ,              , 20.48        , 0.57         , 0.00         , 21.04        , 80.17        ,              ,             
Reactively                       , createSignals                                                , 10.35    ,              ,              ,              ,              ,              ,              ,              ,              , 49.97        , 0.31         , 0.00         , 50.29        , 142.25       ,              ,             
Reactively                       , createComputations                                           , 169.30   ,              ,              ,              ,              ,              ,              ,              ,              , 1990.94      , 0.41         , 0.00         , 1991.35      , 2693.02      ,              ,             
Reactively                       , updateSignals                                                , 190.37   ,              ,              ,              ,              ,              ,              ,              ,              , 2006.93      , 0.65         , 0.00         , 2007.61      , 2926.34      ,              ,             
Reactively                       , avoidablePropagation                                         , 129.34   ,              ,              ,              ,              ,              ,              ,              ,              , 2007.67      , 0.91         , 0.00         , 2008.61      , 2346.95      ,              ,             
Reactively                       , broadPropagation                                             , 180.10   ,              ,              ,              ,              ,              ,              ,              ,              , 2007.80      , 0.94         , 0.00         , 2008.77      , 2502.95      ,              ,             
Reactively                       , deepPropagation                                              , 81.00    ,              ,              ,              ,              ,              ,              ,              ,              , 2007.87      , 0.97         , 0.00         , 2008.88      , 2506.38      ,              ,             
Reactively                       , diamond                                                      , 76.82    ,              ,              ,              ,              ,              ,              ,              ,              , 2007.92      , 1.01         , 0.00         , 2008.97      , 2392.12      ,              ,             
Reactively                       , mux                                                          , 128.47   ,              ,              ,              ,              ,              ,              ,              ,              , 2008.21      , 1.05         , 0.00         , 2009.30      , 2580.85      ,              ,             
Reactively                       , repeatedObservers                                            , 17.52    ,              ,              ,              ,              ,              ,              ,              ,              , 2008.24      , 1.07         , 0.00         , 2009.35      , 2537.59      ,              ,             
Reactively                       , triangle                                                     , 32.07    ,              ,              ,              ,              ,              ,              ,              ,              , 2008.28      , 1.10         , 0.00         , 2009.41      , 2553.46      ,              ,             
Reactively                       , unstable                                                     , 68.00    ,              ,              ,              ,              ,              ,              ,              ,              , 2008.33      , 1.14         , 0.00         , 2009.51      , 2454.74      ,              ,             
Reactively                       , molBench                                                     , 13.41    ,              ,              ,              ,              ,              ,              ,              ,              , 2008.39      , 1.19         , 0.00         , 2009.62      , 2454.74      ,              ,             
Reactively                       , cellx1000                                                    , 17.40    ,              ,              ,              ,              ,              ,              ,              ,              , 2008.52      , 1.26         , 0.00         , 2009.82      , 2455.52      ,              ,             
Reactively                       , cellx2500                                                    , 34.26    ,              ,              ,              ,              ,              ,              ,              ,              , 2040.38      , 1.26         , 0.00         , 2041.68      , 2457.52      ,              ,             
Reactively                       , 2-10x5 - lazy80%                                             , 245.76   ,              ,              ,              ,              ,              ,              ,              ,              , 2046.37      , 1.34         , 0.00         , 2047.75      , 2487.69      ,              ,             
Reactively                       , 6-10x10 - dyn25% - lazy80%                                   , 124.58   ,              ,              ,              ,              ,              ,              ,              ,              , 2046.46      , 1.35         , 0.00         , 2047.86      , 2351.50      ,              ,             
Reactively                       , 4-1000x12 - dyn5%                                            , 255.45   ,              ,              ,              ,              ,              ,              ,              ,              , 2055.51      , 1.36         , 0.00         , 2056.92      , 2213.27      ,              ,             
Reactively                       , 25-1000x5                                                    , 259.73   ,              ,              ,              ,              ,              ,              ,              ,              , 2059.74      , 1.36         , 0.00         , 2061.15      , 2215.66      ,              ,             
Reactively                       , 3-5x500                                                      , 82.98    ,              ,              ,              ,              ,              ,              ,              ,              , 2061.76      , 1.36         , 0.00         , 2063.17      , 2238.00      ,              ,             
Reactively                       , 6-100x15 - dyn50%                                            , 175.54   ,              ,              ,              ,              ,              ,              ,              ,              , 2062.98      , 1.36         , 0.00         , 2064.39      , 2243.63      ,              ,             
s-js                             , createSignals                                                , 5.71     ,              ,              ,              ,              ,              ,              ,              ,              , 41.16        , 0.34         , 0.00         , 41.50        , 175.25       ,              ,             
s-js                             , createComputations                                           , 93.77    ,              ,              ,              ,              ,              ,              ,              ,              , 74.86        , 0.50         , 0.00         , 75.33        , 229.59       ,              ,             
s-js                             , updateSignals                                                , 274.12   ,              ,              ,              ,              ,              ,              ,              ,              , 30.41        , 0.69         , 0.00         , 30.91        , 231.11       ,              ,             
s-js                             , avoidablePropagation                                         , 118.31   ,              ,              ,              ,              ,              ,              ,              ,              , 2.64         , 0.96         , 0.00         , 3.61         , 217.81       ,              ,             
s-js                             , broadPropagation                                             , 91.35    ,              ,              ,              ,              ,              ,              ,              ,              , 2.64         , 0.97         , 0.00         , 3.61         , 90.03        ,              ,             
s-js                             , deepPropagation                                              , 30.43    ,              ,              ,              ,              ,              ,              ,              ,              , 1.87         , 0.60         , 0.00         , 2.46         , 63.70        ,              ,             
s-js                             , diamond                                                      , 69.60    ,              ,              ,              ,              ,              ,              ,              ,              , 1.90         , 0.62         , 0.00         , 2.52         , 90.66        ,              ,             
s-js                             , mux                                                          , 87.76    ,              ,              ,              ,              ,              ,              ,              ,              , 2.12         , 0.65         , 0.00         , 2.77         , 107.26       ,              ,             
s-js                             , repeatedObservers                                            , 25.67    ,              ,              ,              ,              ,              ,              ,              ,              , 2.09         , 0.63         , 0.00         , 2.72         , 106.44       ,              ,             
s-js                             , triangle                                                     , 25.74    ,              ,              ,              ,              ,              ,              ,              ,              , 2.13         , 0.66         , 0.00         , 2.80         , 108.08       ,              ,             
s-js                             , unstable                                                     , 40.03    ,              ,              ,              ,              ,              ,              ,              ,              , 2.16         , 0.68         , 0.00         , 2.84         , 107.71       ,              ,             
s-js                             , molBench                                                     , 19.36    ,              ,              ,              ,              ,              ,              ,              ,              , 2.21         , 0.72         , 0.00         , 2.93         , 106.41       ,              ,             
